,CustomerID,Total Revenue,Total Orders,Average Order Value,Purchase Frequency,Customer Value,Total Profit,Churn Value,Customer Lifetime Value,Recency,Frequency,Monetary Value,R,F,M,RFM Score,Segment,Most Purchased Item,Most Purchased Item Description,RFM CLV
1137,13883,2674.479999999999,5,534.8959999999998,0.0002697453603798,0.1442857142857142,133.72399999999996,0.4190466628418434,56.03659594186266,10,142,2674.399999999999,5,5,5,555,Champions,84991,60 TEATIME FAIRY CAKE CASES,3.5999999999999996
1138,13884,787.6000000000001,5,157.52000000000004,0.0002697453603798,0.0424902891670263,39.38000000000001,0.1234038585647438,4.859643950279613,6,59,787.6,5,4,3,543,Loyal Accounts,84949,SILVER HANGING T-LIGHT HOLDER,2.9999999999999996
1139,13885,506.80000000000007,2,253.40000000000003,0.0001078981441519,0.0273413897280966,25.340000000000003,0.0794071553080398,2.012177315505729,188,28,506.8,1,2,3,123,At Risk,23076,ICE CREAM SUNDAE LIP GLOSS,1.5
1140,13886,243.56000000000003,1,243.56000000000003,5.394907207596029e-05,0.0131398359948208,12.178000000000004,0.0381618128390413,0.4647345567538462,70,16,243.55999999999997,3,2,1,321,Low Spenders,23088,ZINC HEART FLOWER T-LIGHT HOLDER,1.5
1141,13887,349.54999999999995,1,349.54999999999995,5.394907207596029e-05,0.0188578981441519,17.4775,0.0547686881174532,0.9572197465727892,203,19,349.54999999999995,1,2,2,122,Lost,85015,SET OF 12  VINTAGE POSTCARD SET,1.5
1142,13888,605.63,2,302.815,0.0001078981441519,0.0326731765213638,30.2815,0.0948921773267722,2.8734774677206527,119,39,595.67,2,3,3,233,At Risk,21385,IVORY HANGING DECORATION  HEART,2.0999999999999996
1143,13889,416.9,1,416.9,5.394907207596029e-05,0.0224913681484678,20.845,0.0653213161955836,1.3616228360969411,92,15,416.9,2,2,2,222,About to Sleep,22867,HAND WARMER BIRD DESIGN,1.5
1144,13890,1883.81,10,188.38100000000003,0.0005394907207596,0.1016298014674147,94.1905,0.2951617861894998,27.80143622208209,0,110,1883.8099999999995,5,4,4,544,Champions,20972,PINK CREAM FELT CRAFT TRINKET BOX,3.5999999999999996
1145,13892,632.9700000000001,4,158.24250000000004,0.0002157962883038,0.0341481441519205,31.64850000000001,0.0991759019244869,3.138768532057125,26,27,632.89,4,2,3,423,Promising,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1.8
1146,13893,821.0999999999999,1,821.0999999999999,5.394907207596029e-05,0.0442975830815709,41.055,0.1286527530059816,5.281838774660575,297,21,821.1000000000001,1,2,3,123,At Risk,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1.7999999999999998
1147,13894,564.6199999999999,3,188.20666666666665,0.0001618472162278,0.0304607250755286,28.230999999999995,0.0884665904302001,2.4975003144349794,23,27,564.62,4,2,3,423,Promising,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,2.1
1148,13895,2593.070000000001,4,648.2675000000003,0.0002157962883038,0.1398937203280104,129.6535000000001,0.406291065932555,52.67705871688655,27,118,2592.909999999999,4,4,5,445,Champions,22419,LIPSTICK PEN RED,3.3
1149,13897,311.16,1,311.16,5.394907207596029e-05,0.0167867932671558,15.558000000000002,0.0487536117712108,0.7585086919364988,49,17,311.16,3,2,2,322,Potential Loyalist,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1.5
1150,13898,155.93,1,155.93,5.394907207596029e-05,0.0084122788088044,7.796500000000001,0.0244316450812601,0.1904813208760448,325,12,155.92999999999998,1,1,1,111,Lost,21881,CUTE CATS TAPE,0.8999999999999999
1151,13899,388.52,2,194.26,0.0001078981441519,0.020960293482952,19.426,0.0608746408450663,1.182550773056259,15,19,388.52,4,2,2,422,Potential Loyalist,21889,WOODEN BOX OF DOMINOES,2.4
1152,13900,740.95,3,246.98333333333332,0.0001618472162278,0.0399735649546827,37.04750000000001,0.1160945772010499,4.301013848855898,182,43,740.9099999999995,1,3,3,133,At Risk,22084,PAPER CHAIN KIT EMPIRE,2.0999999999999996
1153,13901,2867.2000000000016,5,573.4400000000003,0.0002697453603798,0.1546827794561934,143.3600000000001,0.4492426908034962,64.40343215358926,71,149,2866.88,2,5,5,255,At Risk,37342,POLKADOT COFFEE CUP & SAUCER PINK,3.0
1154,13904,332.64,2,166.32,0.0001078981441519,0.0179456193353474,16.632,0.0521191715502493,0.866846061223747,36,26,332.52000000000004,3,2,2,322,Potential Loyalist,23230,WRAP ALPHABET DESIGN,1.8
1155,13908,2369.550000000001,4,592.3875000000003,0.0002157962883038,0.1278350237375917,118.47750000000006,0.371269188753287,43.98704531051759,79,122,2369.55,2,5,5,255,At Risk,23161,REGENCY CAKE FORK,3.0
1156,13911,2580.9100000000008,9,286.76777777777784,0.0004855416486836,0.1392376996115667,129.04550000000003,0.4043857955920937,52.18416718507954,56,148,2580.43,3,5,5,355,Loyal Accounts,15034,PAPER POCKET TRAVELING FAN,3.0
1157,13914,626.45,2,313.225,0.0001078981441519,0.0337963962019853,31.322500000000005,0.0981543260511474,3.074438877737068,11,33,626.41,5,3,3,533,Loyal Accounts,22043,CHRISTMAS CARD SCREEN PRINT,2.4
1158,13917,272.04,2,136.02,0.0001078981441519,0.0146763055675442,13.602000000000002,0.0426241565311743,0.5797737771370334,49,18,271.96000000000004,3,2,2,322,Potential Loyalist,22161,HEART DECORATION RUSTIC HANGING,1.8
1159,13918,1212.84,2,606.4200000000001,0.0001078981441519,0.0654315925766076,60.64200000000001,0.1900319144510714,11.523915356141876,49,30,1212.84,3,3,4,334,Loyal Accounts,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2.1
1160,13919,384.81000000000006,2,192.40500000000003,0.0001078981441519,0.0207601424255502,19.240500000000004,0.0602933453711262,1.1600741116131557,58,28,384.81,3,2,2,322,Potential Loyalist,22704,WRAP RED APPLES,1.7999999999999998
1161,13922,172.25,1,172.25,5.394907207596029e-05,0.0092927276650841,8.6125,0.0269887184329318,0.2324403375036255,351,7,172.25,1,1,1,111,Lost,70006,LOVE HEART POCKET WARMER,0.8999999999999999
1162,13923,351.1299999999999,1,351.1299999999999,5.394907207596029e-05,0.0189431376780319,17.556499999999996,0.0550162479149802,0.9658927565193512,53,20,350.93000000000006,3,2,2,322,Potential Loyalist,21903,MAN FLU METAL SIGN,1.7999999999999998
1163,13924,1838.85,6,306.475,0.0003236944324557,0.0992042511868795,91.9425,0.2881172997991101,26.49022483677969,1,117,1838.7700000000004,5,4,4,544,Champions,21287,SCENTED VELVET LOUNGE CANDLE,3.5999999999999996
1164,13925,678.25,4,169.5625,0.0002157962883038,0.03659095813552,33.9125,0.1062705270080465,3.60389924716038,92,41,678.2499999999999,2,3,3,233,At Risk,23293,SET OF 12 FAIRY CAKE BAKING CASES,2.0999999999999996
1165,13926,223.85,1,223.85,5.394907207596029e-05,0.0120764997842037,11.192500000000004,0.0350735827065996,0.3925610744436169,22,11,223.85000000000005,4,1,1,411,Low Spenders,21498,RED RETROSPOT WRAP,1.7999999999999998
1166,13927,348.99000000000007,1,348.99000000000007,5.394907207596029e-05,0.0188276866637893,17.449500000000004,0.0546809454044057,0.954155156834178,74,21,348.95000000000005,2,2,2,222,About to Sleep,21500,PINK POLKADOT WRAP,1.7999999999999998
1167,13928,464.5699999999999,4,116.14249999999996,0.0002157962883038,0.0250631204143288,23.2285,0.072790414643757,1.6908121465525092,10,27,464.57,5,2,2,522,Potential Loyalist,21135,VICTORIAN  METAL POSTCARD SPRING,2.6999999999999997
1168,13929,842.6500000000001,2,421.3250000000001,0.0001078981441519,0.0454601855848079,42.13250000000001,0.132029280624151,5.562723665897046,168,9,842.6500000000001,2,1,3,213,About to Sleep,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,0.8999999999999999
1169,13930,337.3399999999999,2,168.66999999999996,0.0001078981441519,0.0181991799741044,16.866999999999997,0.0528555836061841,0.8915151286855086,57,17,337.34000000000003,3,2,2,322,Potential Loyalist,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.2
1170,13931,1237.5300000000004,2,618.7650000000002,0.0001078981441519,0.0667635951661631,61.87650000000002,0.1939004279959718,11.99787983289276,95,58,1237.5300000000004,2,4,4,244,At Risk,22952,60 CAKE CASES VINTAGE CHRISTMAS,2.1
1171,13932,307.40000000000003,1,307.40000000000003,5.394907207596029e-05,0.0165839447561501,15.370000000000005,0.0481644821264629,0.7402880902837361,294,16,307.4,1,2,2,122,Lost,22583,PACK OF 6 HANDBAG GIFT BOXES,1.2
1172,13933,608.79,2,304.395,0.0001078981441519,0.0328436555891238,30.4395,0.0953872969218262,2.9035416246519308,108,23,608.79,2,2,3,223,About to Sleep,22867,HAND WARMER BIRD DESIGN,1.7999999999999998
1173,13934,922.1,1,922.1,5.394907207596029e-05,0.0497464393612429,46.105,0.1444777780377733,6.661147956431538,263,31,922.1,1,3,3,133,At Risk,22960,JAM MAKING SET WITH JARS,1.5
1174,13936,376.5799999999999,1,376.5799999999999,5.394907207596029e-05,0.0203161415623651,18.828999999999997,0.0590038408561594,1.1109833194806262,179,26,376.58,1,2,2,122,Lost,22608,PENS ASSORTED FUNKY JEWELED,1.2
1175,13937,158.85,1,158.85,5.394907207596029e-05,0.0085698100992662,7.9425,0.0248891606564367,0.1976821585137485,168,9,158.84999999999997,2,1,1,211,About to Sleep,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.8999999999999999
1176,13938,71.66,1,71.66,5.394907207596029e-05,0.0038659905049633,3.583,0.0112279336017642,0.0402296860951213,34,7,71.66,3,1,1,311,Low Spenders,23294,SET OF 6 SNACK LOAF BAKING CASES,1.5
1177,13939,568.5499999999998,3,189.51666666666665,0.0001618472162278,0.0306727449287872,28.427499999999995,0.0890823562556946,2.532388682458758,22,45,568.35,4,3,3,433,Loyal Accounts,23187,FRENCH STYLE STORAGE JAR BONBONS,2.4
1178,13940,839.14,4,209.785,0.0002157962883038,0.0452708243418213,41.957,0.1314793218334422,5.516477906165736,16,49,839.06,4,3,3,433,Loyal Accounts,23331,DECORATIVE WICKER HEART SMALL,2.9999999999999996
1179,13941,5112.960000000001,5,1022.5920000000002,0.0002697453603798,0.2758394475615019,255.64800000000005,0.8011160394707879,204.803713258628,21,45,5112.96,4,3,5,435,Loyal Accounts,85175,CACTI T-LIGHT CANDLES,2.6999999999999997
1180,13946,561.57,3,187.19000000000003,0.0001618472162278,0.030296180405697,28.078500000000005,0.0879887060109232,2.47059088172771,78,11,561.4899999999999,2,1,3,213,About to Sleep,40016,CHINESE DRAGON PAPER LANTERNS,1.2
1181,13947,90.6,1,90.6,5.394907207596029e-05,0.004887785930082,4.53,0.0141955175037656,0.0643056942920581,64,5,90.6,3,1,1,311,Low Spenders,23321,SMALL WHITE HEART OF WICKER,1.2
1182,13948,102.0,1,102.0,5.394907207596029e-05,0.0055028053517479,5.1000000000000005,0.015981708447948,0.0815067130845349,360,3,102.0,1,1,1,111,Lost,22222,CAKE PLATE LOVEBIRD WHITE,0.8999999999999999
1183,13949,2427.3200000000006,6,404.5533333333335,0.0003236944324557,0.1309516616314199,121.36600000000004,0.3803207897046394,46.15801296329328,2,160,2426.3599999999988,5,5,5,555,Champions,84879,ASSORTED COLOUR BIRD ORNAMENT,3.3
1184,13950,745.0600000000002,4,186.26500000000004,0.0002157962883038,0.0401952956409149,37.25300000000001,0.1167385460414525,4.348861055682233,10,35,744.9,5,3,3,533,Loyal Accounts,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.6999999999999997
1185,13951,674.4499999999999,3,224.81666666666663,0.0001618472162278,0.0363859516616314,33.7225,0.1056751300266524,3.563629572323786,175,39,674.3299999999997,2,3,3,233,At Risk,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1.7999999999999998
1186,13952,3251.0709999999995,2,1625.5354999999995,0.0001078981441519,0.1753922637030642,162.55354999999997,0.5093889104468513,82.80297572376776,217,137,3251.07,1,5,5,155,At Risk,84991,60 TEATIME FAIRY CAKE CASES,2.7
1187,13953,3515.6800000000003,7,502.24000000000007,0.0003776435045317,0.1896676737160121,175.78400000000002,0.550848752512568,96.83039711166928,6,20,3515.6800000000003,5,2,5,525,Promising,62018,SOMBRERO,2.0999999999999996
1188,13954,439.92,2,219.96,0.0001078981441519,0.0237332757876564,21.996,0.0689281684355029,1.5161439929073222,1,25,439.92,5,2,2,522,Potential Loyalist,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2.6999999999999997
1189,13955,322.9599999999999,2,161.47999999999996,0.0001078981441519,0.0174233923176521,16.147999999999996,0.0506024760818558,0.8171287837698077,153,33,322.9599999999999,2,3,2,232,Lost,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1.5
1190,13956,1026.4199999999992,5,205.28399999999985,0.0002697453603798,0.0553744065602071,51.32099999999996,0.1608229920112039,8.253596773006992,4,147,1019.0900000000006,5,5,4,554,Champions,84879,ASSORTED COLOUR BIRD ORNAMENT,3.5999999999999996
1191,13959,598.1999999999999,3,199.4,0.0001618472162278,0.0322723349158394,29.91,0.0937280195447304,2.8034050645828885,78,90,593.88,2,4,3,243,At Risk,82580,BATHROOM METAL SIGN,2.4
1192,13960,230.22000000000003,2,115.11,0.0001078981441519,0.0124201553733275,11.511000000000005,0.0360716560675156,0.4152208329931727,20,12,230.22,4,1,1,411,Low Spenders,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1.5
1193,13962,169.54999999999998,2,84.77499999999999,0.0001078981441519,0.009147065170479,8.4775,0.0265656732093096,0.2252104946319228,21,11,169.47,4,1,1,411,Low Spenders,85015,SET OF 12  VINTAGE POSTCARD SET,1.7999999999999998
1194,13963,664.5399999999998,4,166.13499999999996,0.0002157962883038,0.0358513163573586,33.227,0.1041223973725429,3.459674897497484,307,35,664.4200000000001,1,3,3,133,At Risk,85212,MINI PAINTED GARDEN DECORATION,1.5
1195,13967,80.7,1,80.7,5.394907207596029e-05,0.0043536901165299,4.035,0.0126443516838177,0.0510199590442044,145,2,80.7,2,1,1,211,About to Sleep,22791,T-LIGHT GLASS FLUTED ANTIQUE,0.8999999999999999
1196,13969,9053.94,18,502.9966666666666,0.0009710832973672,0.4884516616314199,452.69700000000006,1.4186022488746528,642.1969822588088,6,619,9023.830000000004,5,5,5,555,Champions,23301,GARDENERS KNEELING PAD KEEP CALM,3.5999999999999996
1197,13971,2758.2600000000007,8,344.7825000000001,0.0004315925766076,0.1488055675442382,137.91300000000004,0.4321735994474229,59.60235762059245,18,149,2757.9,4,5,5,455,Champions,22741,FUNKY DIVA PEN,3.3
1198,13972,190.25000000000009,2,95.12500000000004,0.0001078981441519,0.0102638109624514,9.512500000000005,0.0298090199237462,0.2835583020246359,70,15,190.25000000000003,3,2,1,321,Low Spenders,22049,WRAP CHRISTMAS SCREEN PRINT,1.2
1199,13973,264.70000000000005,1,264.70000000000005,5.394907207596029e-05,0.0142803193785066,13.235000000000005,0.0414741002565867,0.5489097168959253,286,11,264.7,1,1,2,112,Lost,22704,WRAP RED APPLES,0.8999999999999999
1200,13974,413.5899999999998,1,413.5899999999998,5.394907207596029e-05,0.0223127967198964,20.67949999999999,0.0648026940881061,1.3400873123949897,48,28,413.59,3,2,2,322,Potential Loyalist,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2.1
1201,13975,2526.279999999997,6,421.04666666666617,0.0003236944324557,0.1362904618040568,126.31399999999984,0.3958261805674716,49.99838817219955,30,329,2461.2,4,5,5,455,Champions,16169E,WRAP 50'S  CHRISTMAS,3.3
1202,13976,357.98,1,357.98,5.394907207596029e-05,0.0193126888217522,17.899,0.0560895293156513,1.0039464852208433,206,10,357.98,1,1,2,112,Lost,21294,ETCHED GLASS COASTER,0.8999999999999999
1203,13978,196.79,2,98.395,0.0001078981441519,0.0106166378938282,9.8395,0.0308337294654087,0.3033884810748894,14,15,196.79,4,2,1,421,Low Spenders,17003,BROCADE RING PURSE,1.8
1204,13979,869.8700000000001,1,869.8700000000001,5.394907207596029e-05,0.0469286793267155,43.49350000000001,0.136294203211927,5.927911927397949,72,54,869.7900000000001,2,3,3,233,At Risk,22706,WRAP COWBOYS,2.1
1205,13980,200.14,1,200.14,5.394907207596029e-05,0.0107973672852826,10.007,0.0313586189095325,0.3138056994276921,59,11,200.14,3,1,1,311,Low Spenders,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1.2
1206,13982,1871.81,4,467.95249999999993,0.0002157962883038,0.1009824126025032,93.5905,0.2932815851956235,27.448370199250995,38,111,1871.81,3,4,4,344,Loyal Accounts,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.9999999999999996
1207,13983,2603.4300000000007,12,216.95250000000007,0.0006473888649115,0.1404526327147173,130.17150000000004,0.4079143061239348,53.0988170996118,29,107,2603.39,4,4,5,445,Champions,23084,RABBIT NIGHT LIGHT,3.3
1208,13984,920.51,5,184.102,0.0002697453603798,0.0496606603366422,46.0255,0.1442286514060847,6.638195795290752,26,16,920.51,4,2,3,423,Promising,21439,BASKET OF TOADSTOOLS,1.5
1209,13985,7060.130000000001,15,470.6753333333334,0.0008092360811394,0.3808874622356496,353.0065000000001,1.1062052869079544,390.4976566128729,3,351,7060.130000000005,5,5,5,555,Champions,22379,RECYCLING BAG RETROSPOT,3.5999999999999996
1210,13986,320.46,1,320.46,5.394907207596029e-05,0.0172885196374622,16.023,0.0502107675414649,0.8045271283168929,16,13,320.46,4,1,2,412,Low Spenders,85172,HYACINTH BULB T-LIGHT CANDLES,1.8
1211,13988,4147.96,6,691.3266666666667,0.0003236944324557,0.2237785930082002,207.398,0.649916542879907,134.79139116020696,19,234,4147.820000000001,4,5,5,455,Champions,22336,DOVE DECORATION PAINTED ZINC,3.3
1212,13989,1266.0800000000002,2,633.0400000000001,0.0001078981441519,0.0683038411739318,63.30400000000001,0.1983737395272357,12.557851207032131,65,41,1266.08,3,3,4,334,Loyal Accounts,23310,BUBBLEGUM RING ASSORTED,1.7999999999999998
1213,13990,311.29999999999995,1,311.29999999999995,5.394907207596029e-05,0.0167943461372464,15.564999999999998,0.0487755474494727,0.7591913960510432,212,16,311.22,1,2,2,122,Lost,21399,BLUE POLKADOT COFFEE MUG,0.8999999999999999
1214,13991,855.9700000000001,6,142.6616666666667,0.0003236944324557,0.0461787872248597,42.79850000000001,0.1341163037273537,5.7399766250751485,11,82,852.7199999999997,5,4,3,543,Loyal Accounts,21810,CHRISTMAS HANGING STAR WITH BELL,2.6999999999999997
1215,13992,76.8,1,76.8,5.394907207596029e-05,0.0041432887354337,3.84,0.0120332863608079,0.0462078196255024,29,5,76.8,4,1,1,411,Low Spenders,20979,36 PENCILS TUBE RED RETROSPOT,1.5
1216,13993,3466.359999999999,9,385.1511111111111,0.0004855416486836,0.1870069054812257,173.31799999999998,0.5431211264277365,94.1326673902024,42,121,3466.32,3,5,5,355,Loyal Accounts,22784,LANTERN CREAM GAZEBO,3.3
1217,13994,2313.1400000000003,6,385.52333333333337,0.0003236944324557,0.1247917565817868,115.65700000000002,0.3624306772479069,41.91764483846119,3,148,2273.9,5,5,5,555,Champions,22156,HEART DECORATION WITH PEARLS,3.5999999999999996
1218,13995,1393.6899999999991,5,278.73799999999983,0.0002697453603798,0.075188282261545,69.68449999999996,0.2183681102629478,15.216872579618377,14,86,1393.29,4,4,4,444,Champions,22383,LUNCH BAG SUKI DESIGN,2.9999999999999996
1219,13999,3901.810000000002,12,325.15083333333354,0.0006473888649115,0.2104990289167027,195.09050000000013,0.611348919993021,119.26836647589856,9,208,3901.730000000004,5,5,5,555,Champions,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,3.5999999999999996
1220,14000,635.66,1,635.66,5.394907207596029e-05,0.0342932671558049,31.783,0.0995973803139474,3.1655035385181933,210,15,635.6600000000001,1,2,3,123,At Risk,79000,MOROCCAN TEA GLASS,0.8999999999999999
1221,14001,2043.08,3,681.0266666666665,0.0001618472162278,0.1102222701769529,102.154,0.3201167538807221,32.701206875931284,45,39,2042.96,3,3,4,334,Loyal Accounts,85099B,JUMBO BAG RED RETROSPOT,2.4
1222,14002,529.73,2,264.865,0.0001078981441519,0.0285784419507984,26.486500000000003,0.082999906040505,2.198377011341836,133,47,529.6500000000001,2,3,3,233,At Risk,16259,PIECE OF CAMO STATIONERY SET,2.1
1223,14004,4582.639999999999,7,654.6628571428571,0.0003776435045317,0.2472291756581786,229.132,0.7180236902147505,164.52220418628622,42,171,4582.56,3,5,5,355,Loyal Accounts,22993,SET OF 4 PANTRY JELLY MOULDS,3.3
1224,14005,2874.7200000000016,5,574.9440000000003,0.0002697453603798,0.1550884764782046,143.73600000000008,0.4504209500929919,64.74170568256632,9,84,2874.64,5,4,5,545,Champions,22952,60 CAKE CASES VINTAGE CHRISTMAS,2.9999999999999996
1225,14006,962.1900000000002,3,320.7300000000001,0.0001618472162278,0.0519092576607682,48.10950000000001,0.1507592161914815,7.252950511364084,115,30,962.1899999999998,2,3,4,234,At Risk,22662,LUNCH BAG DOLLY GIRL DESIGN,1.7999999999999998
1226,14009,695.6099999999999,2,347.80499999999995,0.0001078981441519,0.0375275140267587,34.7805,0.1089905511125208,3.790745862969031,197,42,695.6099999999997,1,3,3,133,At Risk,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.7999999999999998
1227,14012,328.8,1,328.8,5.394907207596029e-05,0.0177384548985757,16.44,0.0515175072322089,0.8469478188975151,277,11,328.80000000000007,1,1,2,112,Lost,22292,HANGING CHICK  YELLOW DECORATION,0.8999999999999999
1228,14013,473.0199999999999,3,157.6733333333333,0.0001618472162278,0.0255189900733707,23.651,0.0741143895102781,1.752879426307589,109,34,473.02,2,3,2,232,Lost,21395,BLUE POLKADOT BEAKER,1.5
1229,14014,505.1800000000002,1,505.1800000000002,5.394907207596029e-05,0.0272539922313336,25.25900000000001,0.0791533281738665,1.9993339163436965,76,39,505.14,2,3,3,233,At Risk,22944,CHRISTMAS METAL POSTCARD WITH BELLS,1.5
1230,14015,917.3400000000004,1,917.3400000000004,5.394907207596029e-05,0.0494896417781614,45.86700000000002,0.1437319649768691,6.5925540375940574,52,20,917.34,3,2,3,323,Potential Loyalist,21790,VINTAGE SNAP CARDS,1.7999999999999998
1231,14016,4341.210000000002,4,1085.3025000000005,0.0002157962883038,0.2342042511868796,217.0605000000001,0.6801956130521225,147.6435998669003,161,161,4340.97,2,5,5,255,At Risk,22740,POLKADOT PEN,2.7
1232,14019,1421.6099999999992,3,473.8699999999997,0.0001618472162278,0.0766945403539058,71.08049999999996,0.2227427112420331,15.832663286439333,46,66,1421.3700000000006,3,4,4,344,Loyal Accounts,22489,PACK OF 12 TRADITIONAL CRAYONS,2.6999999999999997
1233,14020,642.8,2,321.4,0.0001078981441519,0.0346784635304272,32.14,0.1007160999053038,3.237015450956465,16,39,642.8000000000001,4,3,3,433,Loyal Accounts,22093,MOTORING TISSUE BOX,2.4
1234,14021,631.9,3,210.63333333333333,0.0001618472162278,0.0340904186447993,31.595,0.0990082506691996,3.1281656798933613,154,22,631.9000000000001,2,2,3,223,About to Sleep,22699,ROSES REGENCY TEACUP AND SAUCER,1.5
1235,14022,440.0,1,440.0,5.394907207596029e-05,0.0237375917134225,22.0,0.0689407031087954,1.516695468393499,224,28,439.96,1,2,2,122,Lost,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1.2
1236,14023,584.0699999999999,2,292.035,0.0001078981441519,0.0315100345274061,29.2035,0.0915140828744412,2.672531519223744,6,31,583.83,5,3,3,533,Loyal Accounts,22492,MINI PAINT SET VINTAGE,2.4
1237,14024,327.70000000000005,2,163.85000000000002,0.0001078981441519,0.0176791109192921,16.385,0.0513451554744369,0.8412903724486498,121,16,327.70000000000005,2,2,2,222,About to Sleep,21592,RETROSPOT CIGAR BOX MATCHES,1.5
1238,14027,104.82000000000002,1,104.82000000000002,5.394907207596029e-05,0.0056549417350021,5.241000000000001,0.0164235556815089,0.0860758553267884,60,6,104.82,3,1,1,311,Low Spenders,22196,SMALL HEART MEASURING SPOONS,1.2
1239,14029,467.66,2,233.83,0.0001078981441519,0.0252298230470435,23.383,0.0732745663996801,1.7133791861237209,62,15,467.66,3,2,2,322,Potential Loyalist,23501,KEY RING BASEBALL BOOT UNION JACK,1.5
1240,14030,2360.0899999999974,8,295.0112499999997,0.0004315925766076,0.127324665515753,118.00449999999988,0.3697869636364473,43.6365257504371,17,242,2357.5200000000013,4,5,5,455,Champions,22713,CARD I LOVE LONDON,3.5999999999999996
1241,14031,17286.859999999993,19,909.8347368421048,0.0010250323694432,0.9326100561070348,864.3429999999997,2.708564279416616,2341.128574963795,6,250,17286.299999999992,5,5,5,555,Champions,37370,RETRO COFFEE MUGS ASSORTED,3.5999999999999996
1242,14032,2975.59,11,270.5081818181818,0.0005934397928355,0.1605303193785066,148.77949999999998,0.466225606280683,69.36481258963687,1,143,2974.550000000001,5,5,5,555,Champions,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,3.5999999999999996
1243,14034,651.8199999999999,3,217.2733333333333,0.0001618472162278,0.0351650841605524,32.591,0.1021293843190341,3.3284987643416417,21,86,648.7700000000002,4,4,3,443,Loyal Accounts,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2.6999999999999997
1244,14035,1428.0199999999995,5,285.6039999999999,0.0002697453603798,0.0770403539059128,71.40099999999998,0.2237470519395954,15.975763255539052,28,66,1427.4600000000005,4,4,4,444,Champions,84879,ASSORTED COLOUR BIRD ORNAMENT,2.6999999999999997
1245,14036,626.6500000000002,1,626.6500000000002,5.394907207596029e-05,0.0338071860164005,31.33250000000001,0.0981856627343787,3.076402277624924,284,38,626.53,1,3,3,133,At Risk,85203,HANGING WOOD AND FELT BUTTERFLY,1.7999999999999998
1246,14037,147.2,2,73.6,0.0001078981441519,0.0079413034095813,7.359999999999999,0.0230637988582151,0.1697495595964638,175,28,147.20000000000005,2,2,1,221,About to Sleep,22271,FELTCRAFT DOLL ROSIE,1.5
1247,14038,1560.3799999999997,3,520.1266666666666,0.0001618472162278,0.0841810530858869,78.01899999999999,0.2444856689020503,19.074527402069062,77,92,1559.9799999999989,2,4,4,244,At Risk,22489,PACK OF 12 TRADITIONAL CRAYONS,2.4
1248,14039,152.2,1,152.2,5.394907207596029e-05,0.0082110487699611,7.609999999999999,0.0238472159389969,0.1814773132957668,32,6,152.2,3,1,1,311,Low Spenders,23171,REGENCY TEA PLATE GREEN,1.5
1249,14040,3614.919999999998,12,301.2433333333332,0.0006473888649115,0.1950215796288302,180.7459999999999,0.5663980147319241,102.37417557073628,40,229,3559.76,3,5,5,355,Loyal Accounts,20725,LUNCH BAG RED RETROSPOT,3.3
1250,14041,141.40999999999997,1,141.40999999999997,5.394907207596029e-05,0.0076289382822615,7.070499999999999,0.0221566018786699,0.1566582535831355,265,21,141.36,1,2,1,121,Lost,84375,SET OF 20 KIDS COOKIE CUTTERS,1.2
1251,14044,652.8199999999989,4,163.20499999999973,0.0002157962883038,0.0352190332326283,32.64099999999995,0.1022860677351903,3.3387195369443425,26,206,646.3399999999992,4,5,3,453,Loyal Accounts,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.3
1252,14045,1659.7499999999998,4,414.9375,0.0002157962883038,0.089541972378075,82.9875,0.2600552999655072,21.58133920588753,108,6,1659.75,2,1,4,214,Need Attention,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1.2
1253,14046,154.98999999999998,1,154.98999999999998,5.394907207596029e-05,0.008361566681053,7.749499999999999,0.0242843626700731,0.1881916685117321,283,14,154.95,1,2,1,121,Lost,17014A,ORIGAMI VANILLA INCENSE CONES,0.8999999999999999
1254,14047,1308.61,5,261.72200000000004,0.0002697453603798,0.0705982952093224,65.43050000000001,0.2050374852163654,13.4157051764494,8,32,1308.57,5,3,4,534,Loyal Accounts,22467,GUMBALL COAT RACK,2.6999999999999997
